personId,season,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,home,win,numMinutes,points,assists,reboundsTotal,reboundsDefensive,reboundsOffensive,blocks,steals,turnovers,foulsPersonal,plusMinusPoints,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,homeScore,awayScore,attendance
76065,1969,26900015,1969-10-19 19:00:00,Milwaukee,Bucks,Seattle,SuperSonics,Regular Season,1,1,9.0,2,0,3,0,0,0,0,0,3,0,4,1,0.25,0,0,0.0,2,0,0.0,130,106,0
76065,1969,26900030,1969-10-25 19:00:00,Milwaukee,Bucks,San Francisco,Warriors,Regular Season,0,0,19.0,2,5,3,0,0,0,0,0,3,0,6,1,0.167,0,0,0.0,0,0,0.0,118,104,0
76065,1969,26900044,1969-10-30 19:00:00,Milwaukee,Bucks,Detroit,Pistons,Regular Season,0,1,3.0,3,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,4,3,0.75,81,102,0
76065,1969,26903000,1969-11-01 19:30:00,Milwaukee,Bucks,New York,Knicks,Regular Season,0,0,6.0,2,0,0,0,0,0,0,0,1,0,1,1,1.0,0,0,0.0,0,0,0.0,112,108,0
76065,1969,26900055,1969-11-03 19:00:00,Milwaukee,Bucks,New York,Knicks,Regular Season,1,0,2.0,2,0,0,0,0,0,0,0,1,0,1,1,1.0,0,0,0.0,0,0,0.0,93,109,0
76065,1969,26900093,1969-11-14 19:00:00,Milwaukee,Bucks,Chicago,Bulls,Regular Season,1,1,0.0,2,4,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,122,100,0
76065,1969,26900108,1969-11-18 19:00:00,Milwaukee,Bucks,San Francisco,Warriors,Regular Season,0,0,18.0,9,3,2,0,0,0,0,0,3,0,4,2,0.5,0,0,0.0,5,5,1.0,127,110,0
76065,1969,26900124,1969-11-22 19:00:00,Milwaukee,Bucks,Chicago,Bulls,Regular Season,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,125,106,0
76065,1969,26900130,1969-11-24 19:00:00,Milwaukee,Bucks,Cincinnati,Royals,Regular Season,1,0,0.0,13,0,2,0,0,0,0,0,4,0,13,5,0.385,0,0,0.0,4,3,0.75,104,129,0
76065,1969,26900132,1969-11-25 19:00:00,Milwaukee,Bucks,Atlanta,Hawks,Regular Season,1,1,2.0,0,0,1,0,0,0,0,0,0,0,3,0,0.0,0,0,0.0,0,0,0.0,130,115,0
76065,1969,26900140,1969-11-26 19:00:00,Milwaukee,Bucks,Los Angeles,Lakers,Regular Season,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,100,81,0
