personId,season,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,home,win,numMinutes,points,assists,reboundsTotal,reboundsDefensive,reboundsOffensive,blocks,steals,turnovers,foulsPersonal,plusMinusPoints,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,homeScore,awayScore,attendance
77596,1963,26300006,1963-10-19 19:00:00,Detroit,Pistons,Philadelphia,76ers,Regular Season,0,1,0.0,5,0,1,0,0,0,0,0,2,0,7,2,0.285,0,0,0.0,2,1,0.5,121,124,0
77596,1963,26300012,1963-10-23 19:00:00,Detroit,Pistons,Los Angeles,Lakers,Regular Season,1,0,0.0,3,0,0,0,0,0,0,0,2,0,0,1,0.0,0,0,0.0,1,1,1.0,116,124,0
77596,1963,26300018,1963-10-26 19:00:00,Detroit,Pistons,St. Louis,Hawks,Regular Season,0,0,20.0,5,0,1,0,0,0,0,0,2,0,5,1,0.2,0,0,0.0,4,3,0.75,127,103,0
77596,1963,26300030,1963-11-02 19:00:00,Detroit,Pistons,Boston,Celtics,Regular Season,0,0,13.0,4,0,0,0,0,0,0,0,1,0,6,1,0.167,0,0,0.0,2,2,1.0,117,109,0
77596,1963,26300038,1963-11-06 19:00:00,Detroit,Pistons,Philadelphia,76ers,Regular Season,1,1,0.0,7,1,1,0,0,0,0,0,3,0,6,3,0.5,0,0,0.0,3,1,0.333,119,101,0
77596,1963,26300043,1963-11-09 19:00:00,Detroit,Pistons,Cincinnati,Royals,Regular Season,0,0,0.0,7,0,2,0,0,0,0,0,4,0,9,3,0.333,0,0,0.0,2,1,0.5,118,109,0
77596,1963,26300049,1963-11-11 19:00:00,Detroit,Pistons,Los Angeles,Lakers,Regular Season,1,1,0.0,12,0,0,0,0,0,0,0,1,0,0,6,0.0,0,0,0.0,2,0,0.0,116,109,0
77596,1963,26300057,1963-11-15 19:00:00,Detroit,Pistons,San Francisco,Warriors,Regular Season,0,1,21.0,10,2,3,0,0,0,0,0,1,0,12,4,0.333,0,0,0.0,2,2,1.0,98,101,0
77596,1963,26300061,1963-11-16 19:00:00,Detroit,Pistons,Los Angeles,Lakers,Regular Season,0,0,0.0,12,0,0,0,0,0,0,0,2,0,11,6,0.545,0,0,0.0,0,0,0.0,115,95,0
77596,1963,26300064,1963-11-17 19:00:00,Detroit,Pistons,San Francisco,Warriors,Regular Season,0,0,32.0,27,4,3,0,0,0,0,0,2,0,26,11,0.422,0,0,0.0,5,5,1.0,120,96,0
77596,1963,26300065,1963-11-19 19:00:00,Detroit,Pistons,Cincinnati,Royals,Regular Season,0,0,0.0,8,0,2,0,0,0,0,0,2,0,8,3,0.375,0,0,0.0,2,2,1.0,127,102,0
77596,1963,26300068,1963-11-20 19:00:00,Detroit,Pistons,Cincinnati,Royals,Regular Season,1,1,0.0,2,0,0,0,0,0,0,0,1,0,6,1,0.167,0,0,0.0,0,0,0.0,124,118,0
77596,1963,26300072,1963-11-23 19:00:00,Detroit,Pistons,New York,Knicks,Regular Season,0,0,0.0,5,0,0,0,0,0,0,0,1,0,0,2,0.0,0,0,0.0,1,1,1.0,108,99,0
77596,1963,26300078,1963-11-27 19:00:00,Detroit,Pistons,St. Louis,Hawks,Regular Season,1,0,16.0,10,0,2,0,0,0,0,0,4,0,10,5,0.5,0,0,0.0,3,0,0.0,105,113,0
77596,1963,26300082,1963-11-28 19:00:00,Detroit,Pistons,St. Louis,Hawks,Regular Season,0,0,0.0,10,0,1,0,0,0,0,0,2,0,6,4,0.667,0,0,0.0,4,2,0.5,118,101,0
77596,1963,26300083,1963-11-29 19:00:00,Detroit,Pistons,Los Angeles,Lakers,Regular Season,1,0,0.0,2,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0.0,3,2,0.667,111,127,0
77596,1963,26300088,1963-11-30 19:00:00,Detroit,Pistons,Baltimore,Bullets,Regular Season,0,0,0.0,2,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,0.0,0,0,0.0,120,101,0
77596,1963,26300091,1963-12-01 19:00:00,Detroit,Pistons,Philadelphia,76ers,Regular Season,0,0,0.0,5,0,2,0,0,0,0,0,0,0,4,2,0.5,0,0,0.0,2,1,0.5,132,121,0
77596,1963,26300094,1963-12-04 19:00:00,Detroit,Pistons,New York,Knicks,Regular Season,1,0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,119,120,0
77596,1963,26300099,1963-12-06 19:00:00,Detroit,Pistons,St. Louis,Hawks,Regular Season,1,1,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0.0,112,108,0
77596,1963,26300112,1963-12-11 19:00:00,Detroit,Pistons,Cincinnati,Royals,Regular Season,1,0,0.0,11,0,4,0,0,0,0,0,1,0,17,4,0.234,0,0,0.0,4,3,0.75,107,127,0
77596,1963,26300122,1963-12-14 19:00:00,Detroit,Pistons,St. Louis,Hawks,Regular Season,0,0,15.0,8,1,2,0,0,0,0,0,3,0,5,3,0.599,0,0,0.0,2,2,1.0,104,92,0
77596,1963,26300127,1963-12-17 19:00:00,Detroit,Pistons,New York,Knicks,Regular Season,0,1,0.0,17,0,0,0,0,0,0,0,0,0,0,7,0.0,0,0,0.0,5,3,0.599,103,107,0
77596,1963,26300129,1963-12-18 19:00:00,Detroit,Pistons,Baltimore,Bullets,Regular Season,1,0,0.0,20,0,0,0,0,0,0,0,2,0,0,8,0.0,0,0,0.0,5,4,0.8,107,124,0
77596,1963,26300138,1963-12-21 19:00:00,Detroit,Pistons,St. Louis,Hawks,Regular Season,1,0,0.0,18,0,0,0,0,0,0,0,2,0,0,7,0.0,0,0,0.0,5,4,0.8,91,100,0
77596,1963,26300145,1963-12-26 19:00:00,Detroit,Pistons,Baltimore,Bullets,Regular Season,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,110,108,0
77596,1963,26300147,1963-12-27 19:00:00,Detroit,Pistons,Philadelphia,76ers,Regular Season,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,119,107,0
77596,1963,26300152,1963-12-29 19:00:00,Detroit,Pistons,Los Angeles,Lakers,Regular Season,0,0,0.0,2,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,0.0,0,0,0.0,140,128,0
77596,1963,26300154,1963-12-30 19:00:00,Detroit,Pistons,San Francisco,Warriors,Regular Season,1,1,13.0,4,0,1,0,0,0,0,0,1,0,9,2,0.222,0,0,0.0,0,0,0.0,114,112,0
77596,1963,26300157,1964-01-02 19:00:00,Detroit,Pistons,Cincinnati,Royals,Regular Season,0,0,0.0,3,0,1,0,0,0,0,0,1,0,4,1,0.25,0,0,0.0,1,1,1.0,112,111,0
77596,1963,26300168,1964-01-05 19:00:00,Detroit,Pistons,St. Louis,Hawks,Regular Season,0,0,25.0,2,0,9,0,0,0,0,0,3,0,5,0,0.0,0,0,0.0,4,2,0.5,116,99,0
77596,1963,26300175,1964-01-08 19:00:00,Detroit,Pistons,Baltimore,Bullets,Regular Season,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,99,106,0
77596,1963,26300187,1964-01-12 19:00:00,Detroit,Pistons,Cincinnati,Royals,Regular Season,0,0,0.0,2,0,1,0,0,0,0,0,2,0,8,1,0.125,0,0,0.0,0,0,0.0,120,88,0
77596,1963,26300190,1964-01-15 19:00:00,Detroit,Pistons,San Francisco,Warriors,Regular Season,1,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,79,89,0
77596,1963,26300191,1964-01-16 19:00:00,Detroit,Pistons,New York,Knicks,Regular Season,0,0,0.0,2,0,2,0,0,0,0,0,1,0,1,1,1.0,0,0,0.0,0,0,0.0,124,116,0
77596,1963,26300193,1964-01-17 19:00:00,Detroit,Pistons,New York,Knicks,Regular Season,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,101,99,0
77596,1963,26300197,1964-01-18 19:00:00,Detroit,Pistons,Boston,Celtics,Regular Season,1,0,0.0,7,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,4,3,0.75,115,121,0
77596,1963,26300203,1964-01-20 19:00:00,Detroit,Pistons,Los Angeles,Lakers,Regular Season,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0.0,0,0,0.0,107,118,0
77596,1963,26300207,1964-01-21 19:00:00,Detroit,Pistons,San Francisco,Warriors,Regular Season,0,0,2.0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0.0,0,0,0.0,100,88,0
77596,1963,26300209,1964-01-22 19:00:00,Detroit,Pistons,Los Angeles,Lakers,Regular Season,0,0,0.0,8,0,1,0,0,0,0,0,2,0,11,4,0.363,0,0,0.0,1,0,0.0,110,101,0
77596,1963,26300213,1964-01-23 19:00:00,Detroit,Pistons,San Francisco,Warriors,Regular Season,0,0,10.0,3,1,1,0,0,0,0,0,1,0,2,1,0.5,0,0,0.0,1,1,1.0,125,93,0
77596,1963,26300219,1964-01-25 19:00:00,Detroit,Pistons,St. Louis,Hawks,Regular Season,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,98,107,0
77596,1963,26300246,1964-02-04 19:00:00,Detroit,Pistons,San Francisco,Warriors,Regular Season,0,0,9.0,2,1,1,0,0,0,0,0,0,0,4,1,0.25,0,0,0.0,0,0,0.0,118,79,0
77596,1963,26300248,1964-02-05 19:00:00,Detroit,Pistons,Los Angeles,Lakers,Regular Season,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,111,85,0
77596,1963,26300250,1964-02-06 19:00:00,Detroit,Pistons,San Francisco,Warriors,Regular Season,0,0,21.0,9,1,1,0,0,0,0,0,2,0,8,3,0.375,0,0,0.0,3,3,1.0,104,97,0
77596,1963,26300254,1964-02-07 19:00:00,Detroit,Pistons,Los Angeles,Lakers,Regular Season,0,1,0.0,15,0,7,0,0,0,0,0,5,0,10,6,0.599,0,0,0.0,4,3,0.75,103,111,0
77596,1963,26300262,1964-02-09 19:00:00,Detroit,Pistons,Cincinnati,Royals,Regular Season,0,0,0.0,8,0,3,0,0,0,0,0,5,0,12,4,0.333,0,0,0.0,0,0,0.0,135,107,0
77596,1963,26300263,1964-02-11 19:00:00,Detroit,Pistons,San Francisco,Warriors,Regular Season,1,0,20.0,7,3,1,0,0,0,0,0,3,0,8,2,0.25,0,0,0.0,3,3,1.0,118,128,0
77596,1963,26300266,1964-02-12 19:00:00,Detroit,Pistons,Cincinnati,Royals,Regular Season,0,0,0.0,6,0,0,0,0,0,0,0,4,0,6,3,0.5,0,0,0.0,0,0,0.0,147,121,0
77596,1963,26300270,1964-02-14 19:00:00,Detroit,Pistons,Philadelphia,76ers,Regular Season,0,0,0.0,7,1,1,0,0,0,0,0,2,0,4,2,0.5,0,0,0.0,4,3,0.75,130,123,0
77596,1963,26300276,1964-02-16 19:00:00,Detroit,Pistons,Baltimore,Bullets,Regular Season,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,99,111,0
77596,1963,26300282,1964-02-18 19:00:00,Detroit,Pistons,San Francisco,Warriors,Regular Season,1,0,18.0,6,2,3,0,0,0,0,0,5,0,7,2,0.285,0,0,0.0,2,2,1.0,98,108,0
77596,1963,26300285,1964-02-19 19:00:00,Detroit,Pistons,Los Angeles,Lakers,Regular Season,1,1,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,116,115,0
77596,1963,26300298,1964-02-23 19:00:00,Detroit,Pistons,Baltimore,Bullets,Regular Season,0,0,0.0,2,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,0.0,0,0,0.0,129,104,0
77596,1963,26300331,1964-03-07 19:00:00,Detroit,Pistons,Boston,Celtics,Regular Season,1,0,19.0,4,1,2,0,0,0,0,0,2,0,8,2,0.25,0,0,0.0,0,0,0.0,94,112,0
77596,1963,26300332,1964-03-08 19:00:00,Detroit,Pistons,Boston,Celtics,Regular Season,0,0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0.0,128,118,0
77596,1963,26300341,1964-03-12 19:00:00,Detroit,Pistons,Boston,Celtics,Regular Season,0,0,10.0,8,0,2,0,0,0,0,0,0,0,9,4,0.444,0,0,0.0,0,0,0.0,140,120,0
77596,1963,26300344,1964-03-13 19:00:00,Detroit,Pistons,Philadelphia,76ers,Regular Season,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,1,1.0,122,133,0
77596,1963,26300350,1964-03-15 19:00:00,Detroit,Pistons,New York,Knicks,Regular Season,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,139,125,0
77596,1963,26300356,1964-03-17 19:00:00,Detroit,Pistons,St. Louis,Hawks,Regular Season,0,0,4.0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0,0,0.0,0,0,0.0,115,99,0
77596,1964,26400002,1964-10-16 19:00:00,Detroit,Pistons,Philadelphia,76ers,Regular Season,0,0,0.0,2,2,2,0,0,0,0,0,2,0,4,1,0.25,0,0,0.0,0,0,0.0,125,113,0
77596,1964,26400006,1964-10-17 19:00:00,Detroit,Pistons,Boston,Celtics,Regular Season,0,0,4.0,1,0,2,0,0,0,0,0,0,0,2,0,0.0,0,0,0.0,1,1,1.0,112,81,0
77596,1964,26400010,1964-10-21 19:00:00,Detroit,Pistons,San Francisco,Warriors,Regular Season,1,1,25.0,13,0,2,0,0,0,0,0,5,0,18,6,0.333,0,0,0.0,3,1,0.333,108,104,0
77596,1964,26400012,1964-10-22 19:00:00,Detroit,Pistons,Boston,Celtics,Regular Season,0,0,0.0,14,0,0,0,0,0,0,0,0,0,0,7,0.0,0,0,0.0,0,0,0.0,104,102,0
77596,1964,26400014,1964-10-24 19:00:00,Detroit,Pistons,New York,Knicks,Regular Season,0,1,0.0,30,0,0,0,0,0,0,0,0,0,0,13,0.0,0,0,0.0,6,4,0.667,108,118,0
77596,1964,26400019,1964-10-25 19:00:00,Detroit,Pistons,New York,Knicks,Regular Season,0,0,0.0,17,0,0,0,0,0,0,0,0,0,0,7,0.0,0,0,0.0,4,3,0.75,108,95,0
77596,1964,26400028,1964-10-30 19:00:00,Detroit,Pistons,Boston,Celtics,Regular Season,1,0,0.0,6,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0.0,0,0,0.0,90,106,0
77596,1964,26400030,1964-10-31 19:00:00,Detroit,Pistons,St. Louis,Hawks,Regular Season,0,0,7.0,2,0,1,0,0,0,0,0,1,0,3,1,0.333,0,0,0.0,1,0,0.0,107,99,0
77596,1964,26400034,1964-11-01 19:00:00,Detroit,Pistons,Cincinnati,Royals,Regular Season,0,0,0.0,10,0,5,0,0,0,0,0,2,0,8,5,0.625,0,0,0.0,0,0,0.0,114,101,0
77596,1964,26400035,1964-11-04 19:00:00,Detroit,Pistons,Baltimore,Bullets,Regular Season,1,0,0.0,4,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,2,2,1.0,108,121,0
77596,1964,26400040,1964-11-07 19:00:00,Detroit,Pistons,Boston,Celtics,Regular Season,0,0,7.0,4,0,0,0,0,0,0,0,0,0,4,1,0.25,0,0,0.0,2,2,1.0,130,113,0
77596,1964,26400046,1964-11-10 19:00:00,Detroit,Pistons,Baltimore,Bullets,Regular Season,1,1,0.0,8,0,3,0,0,0,0,0,0,0,10,3,0.299,0,0,0.0,2,2,1.0,119,117,0
77596,1964,26400054,1964-11-12 19:00:00,Detroit,Pistons,San Francisco,Warriors,Regular Season,1,1,11.0,7,0,2,0,0,0,0,0,3,0,6,3,0.5,0,0,0.0,1,1,1.0,121,99,0
77596,1964,26400071,1964-11-20 19:00:00,Detroit,Pistons,Baltimore,Bullets,Regular Season,0,1,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2,2,1.0,105,106,0
77596,1964,26400074,1964-11-21 19:00:00,Detroit,Pistons,St. Louis,Hawks,Regular Season,0,0,6.0,0,1,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0.0,0,0,0.0,100,94,0
77596,1964,26400080,1964-11-25 19:00:00,Detroit,Pistons,Los Angeles,Lakers,Regular Season,0,0,0.0,9,0,0,0,0,0,0,0,0,0,0,4,0.0,0,0,0.0,4,1,0.25,130,117,0
77596,1964,26400089,1964-11-28 19:00:00,Detroit,Pistons,Philadelphia,76ers,Regular Season,1,0,0.0,1,2,3,0,0,0,0,0,2,0,4,0,0.0,0,0,0.0,2,1,0.5,93,101,0
77596,1964,26400097,1964-12-01 19:00:00,Detroit,Pistons,Cincinnati,Royals,Regular Season,0,0,0.0,9,0,1,0,0,0,0,0,0,0,11,4,0.363,0,0,0.0,1,1,1.0,129,107,0
