personId,season,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,home,win,numMinutes,points,assists,reboundsTotal,reboundsDefensive,reboundsOffensive,blocks,steals,turnovers,foulsPersonal,plusMinusPoints,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,homeScore,awayScore,attendance
1627883,0,11800004,,Dallas,,,,Pre Season,0,0,6.5,3,0,1,0,1,0,0,0,1,14,3,1,0.333,1,1,1.0,0,0,0.0,0,0,0
1627883,2016,11600011,2016-10-04 19:00:00,Boston,Celtics,Philadelphia,76ers,Preseason,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,92,89,0
1627883,2016,11600025,2016-10-06 19:30:00,Boston,Celtics,Charlotte,Hornets,Preseason,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,92,107,0
1627883,2016,11600029,2016-10-08 15:30:00,Boston,Celtics,Charlotte,Hornets,Preseason,1,1,2.0,0,0,0,0,0,0,0,0,3,-9,0,0,0.0,0,0,0.0,0,0,0.0,104,86,0
1627883,2016,11600055,2016-10-13 19:30:00,Boston,Celtics,Brooklyn,Nets,Preseason,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,97,100,0
1627883,2016,11600070,2016-10-15 19:30:00,Boston,Celtics,New York,Knicks,Preseason,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,107,119,0
1627883,2016,11600078,2016-10-17 19:30:00,Boston,Celtics,Brooklyn,Nets,Preseason,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,120,99,0
1627883,2016,11600089,2016-10-19 19:30:00,Boston,Celtics,New York,Knicks,Preseason,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,96,121,0
1627883,2017,11700012,2017-10-03 20:00:00,New Orleans,Pelicans,Chicago,Bulls,Preseason,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,109,113,0
1627883,2017,11700033,2017-10-06 20:00:00,New Orleans,Pelicans,Oklahoma City,Thunder,Preseason,0,0,16.0,8,0,5,3,2,0,2,2,2,3,7,2,0.286,4,2,0.5,4,2,0.5,102,91,0
1627883,2017,11700042,2017-10-08 19:00:00,New Orleans,Pelicans,Chicago,Bulls,Preseason,0,1,5.0,0,0,0,0,0,0,0,0,0,-2,0,0,0.0,0,0,0.0,0,0,0.0,95,108,0
1627883,2017,11700071,2017-10-13 20:00:00,New Orleans,Pelicans,Memphis,Grizzlies,Preseason,0,0,13.0,12,1,2,0,2,0,0,0,1,1,8,4,0.5,3,1,0.333,4,3,0.75,142,101,0
1627883,2017,21700008,2017-10-18 20:00:00,New Orleans,Pelicans,Memphis,Grizzlies,Regular Season,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,103,91,0
1627883,2017,21700025,2017-10-20 21:30:00,New Orleans,Pelicans,Golden State,Warriors,Regular Season,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,120,128,0
1627883,2017,21700040,2017-10-22 21:30:00,New Orleans,Pelicans,Los Angeles,Lakers,Regular Season,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,112,119,0
1627883,2017,21700053,2017-10-24 22:00:00,New Orleans,Pelicans,Portland,Trail Blazers,Regular Season,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,103,93,0
1627883,2017,21700069,2017-10-26 22:30:00,New Orleans,Pelicans,Sacramento,Kings,Regular Season,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,106,114,0
