personId,season,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,home,win,numMinutes,points,assists,reboundsTotal,reboundsDefensive,reboundsOffensive,blocks,steals,turnovers,foulsPersonal,plusMinusPoints,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,homeScore,awayScore,attendance
1627772,0,11700039,,Oklahoma City,,,,Pre Season,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0
1627772,0,11900012,,Cleveland,,,,Pre Season,0,0,5.483333333333333,3,2,3,3,0,0,0,2,0,2,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0
1627772,2017,11700013,2017-10-03 20:00:00,Oklahoma City,Thunder,Houston,Rockets,Preseason,1,0,20.0,11,2,7,3,4,0,0,3,1,-20,11,3,0.273,3,1,0.333,4,4,1.0,97,104,0
1627772,2017,11700033,2017-10-06 20:00:00,Oklahoma City,Thunder,New Orleans,Pelicans,Preseason,1,1,16.0,5,5,8,8,0,0,0,1,0,4,4,1,0.25,2,0,0.0,4,3,0.75,102,91,0
1627772,2017,11700056,2017-10-10 21:00:00,Oklahoma City,Thunder,Denver,Nuggets,Preseason,0,1,19.0,4,4,3,2,1,0,0,3,2,-3,7,2,0.286,3,0,0.0,0,0,0.0,86,96,0
1627772,2017,21700212,2017-11-15 20:00:00,Oklahoma City,Thunder,Chicago,Bulls,Regular Season,1,1,3.0,0,0,0,0,0,0,0,0,0,-6,1,0,0.0,0,0,0.0,0,0,0.0,92,79,0
1627772,2017,21700565,2018-01-03 22:30:00,Oklahoma City,Thunder,Los Angeles,Lakers,Regular Season,0,1,5.0,7,4,1,1,0,0,1,0,0,11,4,3,0.75,2,1,0.5,0,0,0.0,96,133,0
1627772,2017,21700567,2018-01-04 22:30:00,Oklahoma City,Thunder,Los Angeles,Clippers,Regular Season,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,117,127,0
1627772,2017,21700697,2018-01-23 20:00:00,Oklahoma City,Thunder,Brooklyn,Nets,Regular Season,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,109,108,0
1627772,2017,21700711,2018-01-25 20:00:00,Oklahoma City,Thunder,Washington,Wizards,Regular Season,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,121,112,0
1627772,2017,21700816,2018-02-08 22:30:00,Oklahoma City,Thunder,Los Angeles,Lakers,Regular Season,0,0,15.0,5,3,3,3,0,0,0,2,0,-8,5,2,0.4,2,1,0.5,0,0,0.0,106,81,0
1627772,2017,21700839,2018-02-11 19:00:00,Oklahoma City,Thunder,Memphis,Grizzlies,Regular Season,1,1,0.0,0,0,1,1,0,0,0,0,0,-2,1,0,0.0,1,0,0.0,0,0,0.0,110,92,0
1627772,2017,21700990,2018-03-10 20:30:00,Oklahoma City,Thunder,San Antonio,Spurs,Regular Season,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,104,94,0
