personId,season,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,home,win,numMinutes,points,assists,reboundsTotal,reboundsDefensive,reboundsOffensive,blocks,steals,turnovers,foulsPersonal,plusMinusPoints,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,homeScore,awayScore,attendance
201973,0,11500016,,Boston,,,,Pre Season,0,0,14.466666666666667,4,0,0,0,0,0,1,1,2,9,4,2,0.5,2,0,0.0,0,0,0.0,0,0,0
201973,0,11500030,,Boston,,,,Pre Season,0,0,18.866666666666667,6,0,6,3,3,0,1,2,5,-1,8,2,0.25,2,0,0.0,2,2,1.0,0,0,0
201973,0,11700007,,Utah,,,,Pre Season,0,0,9.4,2,2,2,1,1,0,0,1,0,1,3,1,0.333,2,0,0.0,0,0,0.0,0,0,0
201973,0,11700021,,Utah,,,,Pre Season,0,0,16.3,9,1,5,4,1,0,0,2,0,18,5,4,0.8,2,1,0.5,1,0,0.0,0,0,0
201973,2009,10900007,2009-10-05 19:30:00,Detroit,Pistons,Miami,Heat,Preseason,1,1,12.0,2,0,1,1,0,0,0,1,6,0,2,1,0.5,0,0,0.0,0,0,0.0,87,83,0
201973,2009,10900022,2009-10-07 19:30:00,Detroit,Pistons,Milwaukee,Bucks,Preseason,1,1,10.0,0,0,3,3,0,0,0,0,1,0,2,0,0.0,1,0,0.0,0,0,0.0,113,104,0
201973,2009,10900043,2009-10-11 18:00:00,Detroit,Pistons,Atlanta,Hawks,Preseason,1,1,17.0,6,0,6,5,1,0,1,1,2,0,5,3,0.599,0,0,0.0,0,0,0.0,100,91,0
201973,2009,10900051,2009-10-13 19:00:00,Detroit,Pistons,Washington,Wizards,Preseason,1,0,27.0,9,0,9,7,2,0,0,3,2,0,7,3,0.428,1,0,0.0,6,3,0.5,98,101,0
201973,2009,10900066,2009-10-15 20:30:00,Detroit,Pistons,Dallas,Mavericks,Preseason,0,0,22.0,8,1,6,5,1,0,2,0,6,0,7,3,0.428,1,0,0.0,3,2,0.667,113,88,0
201973,2009,10900073,2009-10-17 20:00:00,Detroit,Pistons,Memphis,Grizzlies,Preseason,0,0,17.0,12,0,4,1,3,0,0,0,3,0,9,6,0.667,0,0,0.0,0,0,0.0,115,94,0
201973,2009,10900106,2009-10-22 19:30:00,Detroit,Pistons,Minnesota,Timberwolves,Preseason,1,0,18.0,6,0,1,1,0,0,0,2,6,0,5,3,0.599,1,0,0.0,0,0,0.0,114,122,0
201973,2009,20900010,2009-10-28 20:00:00,Detroit,Pistons,Memphis,Grizzlies,Regular Season,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,74,96,0
201973,2009,20900023,2009-10-30 20:00:00,Detroit,Pistons,Oklahoma City,Thunder,Regular Season,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,83,91,0
201973,2009,20900036,2009-10-31 20:30:00,Detroit,Pistons,Milwaukee,Bucks,Regular Season,0,0,6.0,0,0,2,2,0,0,0,0,2,-4,0,0,0.0,0,0,0.0,0,0,0.0,96,85,0
201973,2009,20900054,2009-11-03 19:30:00,Detroit,Pistons,Orlando,Magic,Regular Season,1,1,25.0,0,0,5,3,2,1,0,0,1,5,5,0,0.0,2,0,0.0,0,0,0.0,85,80,0
201973,2009,20900061,2009-11-04 19:00:00,Detroit,Pistons,Toronto,Raptors,Regular Season,0,0,25.0,8,0,3,2,1,2,0,3,5,-6,3,3,1.0,1,1,1.0,2,1,0.5,110,99,0
201973,2009,20900074,2009-11-06 19:00:00,Detroit,Pistons,Orlando,Magic,Regular Season,0,0,22.0,9,1,6,4,2,2,2,1,4,-13,3,3,1.0,0,0,0.0,8,3,0.375,110,103,0
201973,2009,20900092,2009-11-08 13:00:00,Detroit,Pistons,Philadelphia,76ers,Regular Season,1,1,22.0,10,0,5,2,3,0,0,0,1,-1,10,5,0.5,2,0,0.0,0,0,0.0,88,81,0
201973,2009,20900112,2009-11-11 19:30:00,Detroit,Pistons,Charlotte,Bobcats,Regular Season,1,1,17.0,5,0,1,1,0,0,1,0,4,21,5,2,0.4,3,1,0.333,0,0,0.0,98,75,0
201973,2009,20900136,2009-11-14 19:00:00,Detroit,Pistons,Washington,Wizards,Regular Season,0,1,19.0,2,1,3,2,1,0,0,1,4,-8,2,1,0.5,1,0,0.0,0,0,0.0,103,106,0
201973,2009,20900143,2009-11-15 18:00:00,Detroit,Pistons,Dallas,Mavericks,Regular Season,1,0,23.0,2,0,5,4,1,0,0,0,3,-9,3,1,0.333,0,0,0.0,0,0,0.0,90,95,0
201973,2009,20900157,2009-11-17 22:30:00,Detroit,Pistons,Los Angeles,Lakers,Regular Season,0,0,29.0,8,1,2,2,0,0,0,2,2,3,6,3,0.5,3,1,0.333,2,1,0.5,106,93,0
201973,2009,20900169,2009-11-18 22:00:00,Detroit,Pistons,Portland,Trail Blazers,Regular Season,0,0,31.0,4,0,5,3,2,0,1,4,6,-1,5,1,0.2,1,0,0.0,4,2,0.5,87,81,0
201973,2009,20900190,2009-11-21 21:00:00,Detroit,Pistons,Utah,Jazz,Regular Season,0,0,19.0,4,0,6,5,1,0,0,1,3,-8,5,2,0.4,2,0,0.0,0,0,0.0,100,97,0
201973,2009,20900196,2009-11-22 20:00:00,Detroit,Pistons,Phoenix,Suns,Regular Season,0,0,30.0,9,1,6,3,3,2,0,0,2,-16,8,4,0.5,1,0,0.0,1,1,1.0,117,91,0
